Customer ID	cluster_label
7657-DYEPJ	0
9372-TXXPS	2
1291-CUOCY	2
1845-CSBRZ	1
6647-ZEDXT	2
9058-HRZSV	2
0988-AADSA	2
8229-TNIQA	0
8050-WYBND	1
9027-YFHQJ	1
6051-PTVNS	1
0621-CXBKL	1
4374-YMUSQ	2
5438-QMDDL	1
3096-IZETN	0
8008-ESFLK	2
5228-EXCET	0
4397-FRLTA	1
6048-NJXHX	1
5982-FPVQN	2
5232-NXPAY	1
5129-JLPIS	0
9497-QCMMS	0
4933-BSAIP	1
4250-FDVOU	0
2924-KHUVI	2
4800-CZMPC	2
3758-CKOQL	2
5574-NXZIU	2
0411-EZJZE	1
2868-SNELZ	0
3359-DSRKA	1
1972-XMUWV	2
2746-DIJLO	1
6568-POCUI	2
7394-FKDNK	0
9114-AAFQH	2
1099-GODLO	1
7826-VVKWT	1
9445-SZLCH	0
2481-SBOYW	1
3251-YMVWZ	1
0319-QZTCO	1
7873-CVMAW	2
9507-HSMMZ	1
2974-GGUXS	1
4702-IOQDC	0
9191-MYQKX	0
5868-CZJDR	0
7325-ENZFI	0
3858-VOBET	0
0988-JRWWP	1
0956-SYCWG	1
0840-DFEZH	1
2979-SXESE	0
1496-GGSUK	0
3266-FTKHB	1
8499-BRXTD	1
5702-SKUOB	1
5804-HYIEZ	2
5482-VXSXJ	1
9137-UIYPG	2
8763-KIAFH	1
6131-IUNXN	1
8063-RJYNF	0
5146-CBVOE	1
0114-IGABW	2
4452-QIIEB	1
2885-HIJDH	2
3370-HXOPH	1
0508-OOLTO	1
5680-LQOGP	2
3192-LNKRK	2
2634-HCZGT	0
5049-MUBWG	0
3538-WZPHD	0
4430-YHXGG	1
7207-RMRDB	2
2150-UWTFY	0
3090-QFUVD	1
3978-YNKDD	1
2181-UAESM	1
9725-SCPZG	0
9578-VRMNM	0
0562-FGDCR	2
3913-FCUUW	2
1936-CZAKF	1
6496-JDSSB	1
7014-ZZXAW	1
2927-QRRQV	2
5156-UMKOW	0
5180-UCIIQ	0
2085-JVGAD	1
2758-RNWXS	2
1310-QRITU	1
5339-TJFEK	2
2484-DGXPZ	1
4316-XCSLJ	1
0641-EVBOJ	1
8966-KZXXA	1
5405-ZMYXQ	1
3810-PJUHR	1
9053-JZFKV	2
5261-QSHQM	0
4373-MAVJG	0
3312-UUMZW	2
2220-IAHLS	1
2428-ZMCTB	1
5175-WLYXL	1
6870-ZWMNX	2
2984-TBYKU	2
3223-DWFIO	1
5753-QQWPW	0
9337-SRRNI	1
8710-YGLWG	1
0404-SWRVG	0
3213-VVOLG	1
6508-NJYRO	1
9286-BHDQG	2
0784-ZQJZX	1
1661-CZBAU	2
4847-QNOKA	0
5294-DMSFH	1
9614-RMGHA	2
5652-MSDEY	1
8869-LIHMK	2
4304-XUMGI	2
7541-YLXCL	0
8878-RYUKI	2
3373-DIUUN	1
9708-KFDBY	1
7931-PXHFC	0
8898-KASCD	0
8984-HPEMB	2
2777-PHDEI	0
3976-HXHCE	1
8149-AIQCG	1
3148-BLQJT	0
7601-DHFWZ	1
4654-DLAMQ	2
2928-HLDBA	1
8232-CTLKO	2
4472-LVYGI	1
1965-AKTSX	0
2070-FNEXE	0
1698-XFZCI	2
0402-OAMEN	1
0640-YJTPY	1
1866-OBPNR	1
3874-EQOEP	0
1641-RQDAY	2
6242-FEGFD	2
4010-YLMVT	2
8544-JNBOX	1
4510-PYUSH	0
3059-NGMXB	1
2545-EBUPK	0
8974-OVACP	1
0923-PNFUB	0
6369-MCAKO	2
9003-CPATH	0
6631-HMANX	2
3512-IZIKN	2
7056-IMHCC	2
7548-SEPYI	0
3137-LUPIX	1
7595-EUIVN	0
7184-LRUUR	1
9140-CZQZZ	2
6551-VLJMV	1
0489-WMEMG	0
8690-ZVLCL	2
1091-SOZGA	2
4283-FUTGF	0
5394-MEITZ	2
2848-YXSMW	1
2511-ALLCS	1
3391-JSQEW	1
4512-ZUIYL	0
5906-CVLHP	0
0277-ORXQS	2
2930-UOTMB	0
7148-XZPHA	2
6857-VWJDT	0
5917-HBSDW	1
4257-GAESD	1
0750-EKNGL	1
6952-OMNWB	2
1767-CJKBA	1
8401-EMUWF	2
6349-JDHQP	1
8591-NXRCV	0
8473-VUVJN	0
9058-CBREO	0
7138-GIRSH	1
4480-QQRHC	0
4312-GVYNH	2
3656-TKRVZ	0
8873-GLDMH	0
1591-NFNLQ	2
9143-CANJF	0
4389-UEFCZ	2
0690-SRQID	1
3587-PMCOY	0
0488-GSLFR	0
7964-VEXDG	0
5307-UVGNB	1
3733-UOCWF	2
5669-SRAIP	0
6980-CDGFC	1
4713-LZDRV	0
4114-QMKVN	2
7508-KBIMB	1
7089-RKVSZ	1
7890-VYYWG	0
3873-WOSBC	1
2833-SLKDQ	0
2983-ZANRP	0
2824-DXNKN	2
5906-BFOZT	1
7706-YLMQA	1
6198-RTPMF	1
1724-BQUHA	0
6821-JPCDC	2
5968-HYJRZ	1
8845-LWKGE	1
7872-RDDLZ	2
4741-WWJQZ	1
1219-NNDDO	1
0361-HJRDX	2
5236-PERKL	2
4971-PUYQO	0
2133-TSRRM	2
2157-MXBJS	0
7241-AJHFS	0
6521-YYTYI	0
1025-FALIX	1
3454-JFUBC	1
8218-FFJDS	2
5203-XEHAX	1
2615-YVMYX	2
4884-LEVMQ	1
4918-QLLIW	0
2378-HTWFW	2
0082-OQIQY	1
3900-AQPHZ	0
2004-OCQXK	0
3324-OIRTO	2
6582-PLFUU	1
0440-MOGPM	1
1809-DMJHQ	0
2065-MMKGR	1
7026-YMSBE	1
5997-OPVFA	2
3920-HIHMQ	1
5019-GQVCR	2
1208-NBVFH	1
0725-CXOTM	2
7975-TZMLR	2
7180-PISOG	0
8624-GIOUT	0
2878-RMWXY	2
0347-UBKUZ	1
7005-CYUIL	2
2025-JKFWI	0
6092-QZVPP	2
6202-JVYEU	1
4720-VSTSI	2
1663-MHLHE	1
5325-UWTWJ	2
4139-DETXS	2
1100-DDVRV	1
2186-QZEYA	1
5366-IJEQJ	0
9670-BPNXF	0
4667-QONEA	2
3721-WKIIL	1
1395-WSWXR	1
1218-VKFPE	0
2984-AFWNC	0
1506-YJTYT	2
0516-WJVXC	0
1075-BGWOH	0
1097-FSPVW	1
9962-BFPDU	1
0524-IAVZO	0
1257-SXUXQ	1
5027-XWQHA	0
2716-GFZOR	2
2674-MLXMN	2
5995-OIGLP	0
4227-OJHAL	2
1757-TCATG	1
6979-ZNSFF	0
1393-IMKZG	1
0727-BMPLR	2
2962-XPMCQ	0
4693-VWVBO	1
5597-GLBUC	0
4813-HQMGZ	0
7752-XUSCI	2
1077-HUUJM	1
2057-BOYKM	2
7945-PRBVF	1
8224-KDLKN	1
2988-PLAHS	1
1015-JPFYW	1
7175-NTIXE	1
7853-WNZSY	1
0913-XWSCN	2
6637-KYRCV	1
2272-QAGFO	0
3460-TJBWI	1
7838-LAZFO	2
5442-BHQNG	1
1459-QNFQT	2
3836-FZSDJ	1
9885-AIBVB	0
1131-QQZEB	1
5014-WUQMG	2
5834-ASPWA	0
1513-XNPPH	0
2834-SPCJV	2
5018-HEKFO	1
6967-QIQRV	1
3863-QSTYI	2
3967-KXAPS	2
0678-RLHVP	2
7928-VJYAB	1
6695-FRVEC	2
9067-YGSCA	1
3452-FLHYD	1
1024-GUALD	0
1298-PHBTI	2
9546-KDTRB	1
4849-PYRLQ	2
8883-ANODQ	2
0003-MKNFE	1
4177-JPDFU	1
0723-DRCLG	0
5734-EJKXG	2
5567-GZKQY	1
5792-JALQC	2
5985-BEHZK	2
9822-BIIGN	2
7021-XSNYE	1
6088-BXMRG	1
5117-ZSMHQ	2
2209-XADXF	1
8058-DMYRU	2
0480-KYJVA	1
1074-AMIOH	2
0186-CAERR	2
6000-UKLWI	1
7446-YPODE	1
9509-MPYOD	1
8065-QBYTO	2
8996-ZROXE	2
9752-ZNQUT	1
7044-YAACC	1
8185-UPYBR	0
5446-DKWYW	2
3627-FHKBK	0
4826-XTSOH	0
1094-BKOSX	1
1373-ORVIZ	0
0843-WTBXE	0
9306-CPCBC	0
4821-SJHJV	2
7940-UQQUG	2
9639-BUJXT	1
4686-UXDML	0
3308-MHOOC	1
3740-RLMVT	2
6386-SZZKH	2
1265-XTECC	2
4789-KWMXN	2
8311-UEUAB	2
4342-HENTK	0
7688-AWMDX	2
1820-DJFPH	1
9220-ZNKJI	2
2541-YGPKE	2
2675-OTVVJ	2
7504-UWHNB	1
0962-CQPWQ	1
0667-NSRGI	1
0030-FNXPP	1
9467-ROOLM	1
2985-JUUBZ	2
0756-MPZRL	1
1400-MMYXY	0
3003-CMDUU	0
1971-DTCZB	2
7587-AOVVU	1
7696-AMHOD	2
1304-NECVQ	0
9546-CQJSU	0
4973-RLZVI	0
6574-MCOEH	1
6357-JJPQT	1
8849-GYOKR	2
4360-PNRQB	0
0196-VULGZ	0
7503-QQRVF	0
1704-NRWYE	0
7605-BDWDC	0
7078-NVFAM	1
0307-BCOPK	1
1722-LDZJS	1
0390-DCFDQ	0
8627-EHGIP	0
5399-ZIMKF	1
5802-ADBRC	2
0254-KCJGT	2
4855-SNKMY	0
6985-HAYWX	1
8220-OCUFY	1
3941-XTSKM	1
3813-DHBBB	2
2087-QAREY	1
4250-WAROZ	2
8741-LQOBK	1
3572-UOLYZ	2
7399-QHBJS	2
7252-NTGSS	1
5474-LAMUQ	1
7989-AWGEH	1
5035-PGZXH	2
7610-TVOPG	1
8495-PRWFH	1
7777-UNYHB	1
3413-CSSTH	1
5514-YQENT	2
7064-JHXCE	1
6586-MYGKD	2
0899-LIIBW	2
3217-FZDMN	0
0436-TWFFZ	2
7176-WIONM	1
0537-QYZZN	1
1686-STUHN	1
9127-FHJBZ	2
7302-ZHMHP	1
1195-OIYEJ	0
2335-GSODA	1
6465-GSRCL	2
5569-KGJHX	0
5619-PTMIK	0
4674-HGNUA	2
4723-BEGSG	2
9489-UTFKA	1
0019-GFNTW	1
6248-TKCQV	2
3154-HMWUU	1
7568-PODML	0
4750-ZRXIU	0
5322-ZSMZY	1
1518-OMDIK	1
9798-OPFEM	1
9361-YNQWJ	1
5469-NUJUR	1
3729-OWRVL	2
9909-IDLEK	1
8967-SZQAS	1
2027-FECZV	0
0298-XACET	1
6122-LJADA	2
9640-ZSLDC	2
4955-VCWBI	1
3798-EPWRR	1
2474-BRUCM	0
2243-FNMMI	1
8286-AFUYI	1
5376-PCKNB	2
8410-BGQXN	1
5144-PQCDZ	1
8659-HDIYE	2
0716-BQNDX	2
3796-ENZGF	2
8752-GHJFU	2
6427-FEFIG	1
5730-RIITO	0
2796-UUZZO	2
8039-EQPIM	2
0707-HOVVN	2
6549-YMFAW	1
1226-UDFZR	0
6347-DCUIK	0
1356-MKYSK	0
0032-PGELS	0
3486-HOOGQ	2
3870-MQAMG	2
2256-YLYLP	2
8070-AAWZP	1
9610-WCESF	2
8268-YDIXR	2
6473-ULUHT	0
9489-JMTTN	2
5433-KYGHE	1
0668-OGMHD	1
1122-YJBCS	2
0701-TJSEF	1
1867-TJHTS	2
8740-CRYFY	0
0177-PXBAT	2
8672-OAUPW	1
9978-HYCIN	2
8166-ZZTFS	2
1228-FZFRV	2
0056-EPFBG	1
9402-CXWPL	2
7607-QKKTJ	2
8329-IBCTI	0
8272-ONJLV	1
0619-OLYUR	2
7562-GSUHK	0
7977-HXJKU	1
4840-ORQXB	2
9170-CCKOU	0
3546-GHEAE	1
0530-IJVDB	2
7110-BDTWG	2
4143-OOBWZ	0
7321-VGNKU	1
9578-FOMUK	1
9178-JHUVJ	1
4628-CTTLA	0
7845-URHJN	1
2890-WFBHU	2
7569-NMZYQ	2
2788-CJQAQ	1
3658-QQJYD	2
8734-FNWVH	1
2560-PPCHE	2
8592-PLTMQ	1
1955-IBMMB	1
1370-GGAWX	2
0277-BKSQP	1
8241-JUIQO	1
0027-KWYKW	0
4393-RYCRE	2
1228-ZLNBX	0
8815-LMFLX	1
3672-YITQD	0
3308-JSGML	2
8205-VSLRB	2
4102-OQUPX	0
7718-UPSKJ	2
1389-CXMLU	0
9544-PYPSJ	2
4860-IJUDE	0
1791-PQHBB	1
9504-YAZWB	1
7794-JASDG	0
7825-ECJRF	0
1379-FRVEB	1
1329-VHWNP	1
0409-WTMPL	2
9496-IVVRP	1
7852-LECYP	1
5338-YHWYT	0
3956-MGXOG	1
5196-WPYOW	2
7853-OETYL	1
4524-QCSSM	1
7967-HYCDE	1
9795-SHUHB	2
1402-PTHGN	1
5868-YWPDW	0
6179-GJPSO	0
6313-GIDIT	0
6331-LWDTQ	0
0939-YAPAF	0
3633-CDBUW	1
0787-LHDYT	1
6625-UTXEW	0
1089-XZWHH	1
9766-HGEDE	1
0224-RLWWD	1
3780-DDGSE	1
5965-GGPRW	2
2154-KVJFF	0
4210-QFJMF	0
6340-DACFT	1
6061-GWWAV	1
4634-JLRJT	1
8792-AOROI	0
2815-CPTUL	0
4199-QHJNM	2
8024-XNAFQ	2
1699-TLDLZ	1
1723-HKXJQ	2
0635-WKOLD	1
3429-IFLEM	2
7242-QZLXF	0
8705-DWKTI	2
8169-SAEJD	2
1173-XZPYF	1
2294-DMMUS	2
0380-NEAVX	2
5384-ZTTWP	1
9199-PWQVC	2
9323-HGFWY	0
1580-BMCMR	0
0603-TPMIB	1
8821-KVZKQ	2
8992-VONJD	1
1153-GNOLC	1
7343-EOBEU	1
5161-UBZXI	2
6537-QLGEX	1
6339-YPSAH	0
5692-ICXLW	1
9931-KGHOA	1
8878-HMWBV	0
1414-YADCW	2
2001-EWBQU	2
5546-BYZSM	1
8573-CGOCC	1
6682-QJDGB	0
4829-ZLJTK	2
0983-TATYJ	1
8160-HOWOX	0
5766-XQXMQ	0
2232-DMLXU	0
9501-UKKNL	1
1066-JKSGK	0
5219-YIPTK	0
9475-NNDGC	2
6664-FPDAC	2
0930-EHUZA	1
5181-OABFK	2
7813-TKCVO	1
1699-UOTXU	2
1548-FEHVL	2
0128-MKWSG	1
4293-ETKAP	2
9788-HNGUT	2
5223-UZAVK	2
7602-MVRMB	2
7219-TLZHO	1
2568-BRGYX	0
8468-EHYJA	2
1452-KIOVK	1
0114-PEGZZ	2
5393-HJZSM	0
5996-NRVXR	2
6683-VLCTZ	0
5832-EXGTT	0
2696-NARTR	0
0848-ZGQIJ	1
5331-RGMTT	2
7632-YUTXB	1
6199-IWKGC	2
3585-ISXZP	0
8085-MSNLK	2
3523-BRGUW	1
7079-QRCBC	0
9480-BQJEI	2
0661-XEYAN	0
4942-VZZOM	2
7853-GVUDZ	0
4000-VGMQP	1
0623-EJQEG	2
7112-OPOTK	0
9281-OFDMF	2
0936-NQLJU	1
3987-KQDDU	1
1498-NHTLT	2
0772-GYEQQ	0
6967-PEJLL	1
3474-BAFSJ	2
8699-ASUFO	0
5442-PPTJY	1
3378-AJRAO	1
3301-VKTGC	2
0625-AFOHS	1
0862-PRCBS	2
9840-DVNDC	0
9225-BZLNZ	2
4578-PHJYZ	2
1010-DIAUQ	0
6202-DYYFX	1
9224-VTYID	2
0133-BMFZO	0
1676-MQAOA	2
6210-KBBPI	0
5515-AKOAJ	2
5481-NTDOH	2
2623-DRYAM	2
2659-VXMWZ	2
7982-VCELR	2
5928-QLDHB	1
7716-YTYHG	0
7614-QVWQL	1
8111-RKSPX	0
5799-JRCZO	1
3794-NFNCH	1
9554-DFKIC	1
6016-LVTJQ	1
8405-IGQFX	2
0899-WZRSD	2
3645-DEYGF	1
8337-MSSXB	0
9099-FTUHS	1
9974-JFBHQ	2
5461-QKNTN	0
8167-GJLRN	1
9412-GHEEC	0
8648-PFRMP	1
2525-GVKQU	1
0406-BPDVR	2
0336-KXKFK	2
1468-DEFNC	1
0215-BQKGS	1
5649-TJHOV	0
1384-RCUXW	1
1541-ETJZO	0
7534-BFESC	0
5357-TZHPP	0
5844-QVTAT	1
1397-XKKWR	1
4118-CEVPF	2
7134-MJPDY	2
6569-KTMDU	1
6736-DHUQI	2
5148-HKFIR	1
0374-IOEGQ	0
0661-KBKPA	2
2482-CZGBB	0
0512-FLFDW	2
6139-ZZRBQ	1
1371-DWPAZ	1
8375-DKEBR	0
6485-QXWWE	1
1223-UNPKS	1
5816-SCGFC	1
6060-DRTNL	0
9163-GHAYE	1
8510-TMWYB	2
6372-RFVNS	0
3647-GMGDH	0
9079-YEXQJ	2
1576-PFZIW	2
8976-OQHGT	0
0388-EOPEX	0
1729-VLAZJ	1
1273-MTETI	0
1206-EHBDD	2
3410-MHHUM	2
3521-SYVOR	0
6595-YGXIT	0
0067-DKWBL	0
3768-NLUBH	2
1915-OAKWD	1
6305-YLBMM	2
5127-BZENZ	2
3045-XETSH	0
0431-APWVY	0
1697-LYYYX	1
2309-OSFEU	0
0519-DRGTI	1
0083-PIVIK	2
6907-FLBER	1
9348-YVOMK	1
8197-BFWVU	2
5756-JYOJT	0
7851-WZEKY	0
0594-UFTUL	1
3162-ZJZFU	2
8166-ORCHU	2
5980-BDHPY	2
1439-LCGVL	1
1307-TVUFB	0
7811-JIVPF	1
3604-WLABM	1
3580-HYCSP	2
5392-AKEMH	1
4423-JWZJN	2
0348-SDKOL	2
8677-HDZEE	2
8237-ULIXL	1
4950-BDEUX	1
2000-MPKCA	2
3518-PZXZQ	1
3074-GQWYX	0
0015-UOCOJ	1
8591-TKMZH	2
2091-GPPIQ	2
8148-WOCMK	1
1009-IRMNA	0
6348-SNFUS	2
9798-DRYDS	1
9734-UYXQI	0
8785-EPNCG	0
5902-WBLSE	1
3307-TLCUD	1
3407-QGWLG	1
8879-XUAHX	2
4929-XIHVW	1
6177-PEVRA	1
2189-WWOEW	0
5747-PMBSQ	0
7876-DNYAP	1
6288-LBEAR	0
4163-KIUHY	1
9667-TKTVZ	1
0601-WZHJF	0
1614-JBEBI	1
8073-IJDCM	1
0266-GMEAO	2
0621-TWIEM	0
2311-QYMUQ	0
2856-NNASM	0
5968-XQIVE	2
4854-CIDCF	0
6693-FRIRW	0
5174-ITUMV	2
2091-MJTFX	0
2404-JIBFC	2
4006-HKYHO	2
8879-ZKJOF	2
6681-ZSEXG	2
7442-YGZFK	1
7632-MNYOY	2
6551-GNYDG	1
8395-ETZKQ	1
4026-SKKHW	0
2809-ILCYT	1
9933-QRGTX	2
5821-MMEIL	1
4646-QZXTF	1
4822-RVYBB	0
3440-JPSCL	0
7124-UGSUR	2
8884-ADFVN	0
6374-NTQLP	2
5947-SGKCL	0
3694-GLTJM	1
7025-WCBNE	1
0842-IWYCP	1
7994-XIRTR	2
5961-VUSRV	1
7542-CYDDM	1
6924-TDGMT	1
4510-HIMLV	0
9253-QXKBE	0
3384-CTMSF	2
7824-PANSQ	2
8535-SFUTN	2
1853-ARAAQ	1
2193-SFWQW	2
1184-PJVDB	0
6980-IMXXE	1
3301-LSLWQ	0
4472-VESGY	2
1734-ZMNTZ	1
9289-LBQVU	2
8364-TRMMK	0
7603-USHJS	0
5055-BRMNE	2
2325-ZUSFD	2
9469-WEJBT	0
4291-HPAXL	1
9124-LHCJQ	0
6563-VNPMN	2
2040-XBAVJ	2
6434-TTGJP	1
7291-CDTMJ	0
1122-JWTJW	0
0929-PECLO	2
3847-BAERP	1
8799-OXZMD	1
0780-XNZFN	1
2898-MRKPI	2
8627-ZYGSZ	2
4615-PIVVU	1
5882-CMAZQ	1
8219-VYBVI	1
3956-CJUST	1
7517-SAWMO	0
9755-JHNMN	2
5231-FIQPA	1
2782-LFZVW	1
4289-DTDKW	0
5089-IFSDP	2
8660-BUETV	1
5356-CSVSQ	1
3161-ONRWK	2
5934-TSSAU	2
4785-NKHCX	1
7599-NTMDP	2
2692-BUCFV	0
2000-DHJUY	2
4501-UYKBC	1
5502-RLUYV	2
0461-CVKMU	0
2169-RRLFW	1
7341-LXCAF	0
9207-ZPANB	1
8481-YYXWG	0
5998-DZLYR	2
4553-DVPZG	2
7560-QRBXH	1
0151-ONTOV	0
9209-NWPGU	2
4881-GQJTW	1
4063-EIKNQ	1
7903-CMPEY	0
1098-KFQEC	1
1194-SPVSP	1
9906-NHHVC	2
9972-EWRJS	1
5760-FXFVO	1
5986-WWXDV	1
4927-WWOOZ	1
6331-EWIEB	0
9625-QSTYE	0
5175-AOBHI	0
3318-NMQXL	0
9019-QVLZD	0
4032-RMHCI	1
6959-GQEGV	1
7182-OVLBJ	2
2038-OEQZH	1
5032-MIYKT	1
9867-NNXLC	1
2519-ERQOJ	1
4176-RELJR	1
5598-IKHQQ	1
5839-SUYVZ	0
6689-VRRTK	2
8910-LEDAG	0
0375-HVGXO	0
9025-ZRPVR	1
1324-NLTJE	0
2967-MXRAV	1
3023-GFLBR	0
9987-LUTYD	0
2346-LOCWC	1
9633-DENPU	1
8565-WUXZU	2
7519-JTWQH	2
5485-WUYWF	0
8348-JLBUG	2
7989-CHGTL	0
4580-TMHJU	0
7328-ZJAJO	1
7938-OUHIO	0
5151-HQRDG	1
9848-JQJTX	2
2454-RPBRZ	0
6303-KFWSL	1
0096-FCPUF	1
2235-ZGKPT	0
1642-HMARX	2
3125-RAHBV	1
3902-MIVLE	2
9060-HJJRW	1
7030-FZTFM	2
7895-VONWT	1
6322-HRPFA	2
7216-KAOID	1
3128-YOVTD	2
9817-APLHW	1
9796-BPKIW	0
5032-USPKF	0
7665-NKLAV	1
2990-OGYTD	2
1980-KXVPM	0
2587-EKXTS	2
1460-UZPRJ	1
8331-ZXFOE	2
8039-ACLPL	2
5360-XGYAZ	2
0455-ENTCR	2
5393-RXQSZ	0
8043-PNYSD	1
1818-ESQMW	1
2609-IAICY	0
4291-SHSBH	0
1086-LXKFY	0
4191-XOVOM	2
8676-OOQEJ	1
2387-KDZQY	1
3654-ARMGP	2
6861-OKBCE	0
5729-KLZAR	0
1897-OKVMW	2
2587-YNLES	1
3963-RYFNS	2
8413-YNHNV	2
6469-QJKZW	1
0378-CJKPV	2
8561-NMTBD	2
8887-IPQNC	1
4612-SSVHJ	1
8450-JOVAH	0
1853-UDXBW	0
8174-TBVCF	2
3716-LRGXK	2
8766-PAFNE	2
4654-GGUII	1
2506-TNFCO	0
9530-GRMJG	2
4201-JMNGR	0
3841-CONLJ	1
3419-SNJJD	2
8639-NHQEI	2
2037-SGXHH	0
6598-RFFVI	0
8080-DDEMJ	0
2027-WKXMW	2
2321-OMBXY	0
1599-MMYRQ	2
1834-ABKHQ	1
6919-ELBGL	2
4906-ZHGPK	2
0356-ERHVT	1
6856-RAURS	0
5055-MGMGF	2
6905-NIQIN	0
9364-YKUVW	1
1345-ZUKID	1
6234-PFPXL	0
1930-QPBVZ	2
2604-IJPDU	1
8456-QDAVC	1
4325-NFSKC	0
6629-LADHQ	1
4007-NHVHI	2
6838-HVLXG	1
7649-SIJJF	2
6891-JPYFF	2
3754-DXMRT	0
5630-AHZIL	0
2483-XSSMZ	1
5955-ERIHD	0
7340-KEFQE	1
8071-SBTRN	2
0975-VOOVL	1
6874-SGLHU	1
1334-PDUKM	2
9000-PLFUZ	1
2144-ESWKO	1
5857-TYBCJ	2
6242-MBHPK	0
4418-LZMSV	1
4086-WITJG	1
4565-NLZBV	1
7691-KGKGP	2
1114-CENIM	0
4833-QTJNO	2
5143-WMWOG	0
2805-EDJPQ	2
2960-NKRSO	0
7299-GNVPL	0
4525-VZCZG	2
3387-VATUS	0
3884-HCSWG	0
2144-BFDSO	2
4547-FZJWE	2
7593-JNWRU	0
3027-ZTDHO	0
5854-KSRBJ	1
8454-AATJP	2
7524-VRLPL	2
0156-FVPTA	0
7426-WEIJX	2
4160-AMJTL	0
4115-UMJFQ	1
0877-SDMBN	2
3957-HHLMR	2
3644-QXEHN	1
9689-PTNPG	0
7356-IWLFW	1
8823-RLPWL	2
9107-UKCKY	2
3705-PSNGL	1
8294-UIMBA	1
7163-OCEQI	1
2798-NYLMZ	2
8215-NGSPE	1
3704-IEAXF	2
9837-BMCLM	0
4873-ILOLJ	0
0572-ZJKLT	2
6599-GZWCM	1
1929-ZCBHE	1
9031-ZVQPT	2
2202-OUTMO	1
2466-FCCPT	1
6595-COKXZ	0
9959-WOFKT	2
4672-FOTSD	1
0587-DMGBH	0
9282-IZGQK	0
7036-ZZKBD	1
7156-MHUGY	0
8756-RDDLT	2
0818-OCPZO	0
6416-YJTTB	0
1150-FTQGN	2
2632-TACXW	1
4804-NCPET	1
5651-YLPRD	2
3503-TYDAY	2
4869-EPIUS	2
9822-OAOVB	1
2640-LYMOV	1
2211-RMNHO	2
9066-QRSDU	1
2075-RMJIK	1
7421-ZLUPA	1
7314-OXENN	0
3066-RRJIO	0
7629-WFGLW	2
5678-VFNEQ	2
5913-INRQV	2
7047-FWEYA	2
3815-SLMEF	0
3417-TSCIC	1
4603-JANFB	0
5178-LMXOP	0
5447-VYTKW	0
5229-PRWKT	0
7966-YOTQW	0
8450-LUGUK	1
